Code,Name
005810,풍산홀딩스
009410,태영건설
034310,NICE
039130,하나투어
003545,대신증권우
033240,자화전자
005945,NH투자증권우
377740,바이오노트
145990,삼양사
090435,아모레퍼시픽우
001500,현대차증권
020000,한섬
005250,녹십자홀딩스
000070,삼양홀딩스
002240,고려제강
001510,SK증권
003030,세아제강지주
006110,삼아알미늄
460860,동국제강
417310,코람코더원리츠
336370,솔루스첨단소재
079900,전진건설로봇
005389,현대차3우B
004690,삼천리
072710,농심홀딩스
002810,삼영무역
004700,조광피혁
002030,아세아
249420,일동제약
016590,신대양제지
014830,유니드
357120,코람코라이프인프라리츠
484870,엠앤씨솔루션
019170,신풍제약
008060,대덕
161000,애경케미칼
029530,신도리코
015360,INVENI
031430,신세계인터내셔날
003280,흥아해운
001200,유진투자증권
003000,부광약품
027410,BGF
105630,한세실업
001940,KISCO홀딩스
194370,제이에스코퍼레이션
403550,쏘카
344820,KCC글라스
306200,세아제강
381970,케이카
271940,일진하이솔루스
016610,DB증권
092230,KPX홀딩스
452260,한화갤러리아
017810,풀무원
170900,동아에스티
104700,한국철강
005610,삼립
006220,제주은행
060980,HL홀딩스
089590,제주항공
009900,명신산업
145720,덴티움
950210,프레스티지바이오파마
130660,한전산업
007690,국도화학
008730,율촌화학
005420,코스모화학
005720,넥센
183190,아세아시멘트
029460,케이씨
126560,현대퓨처넷
005950,이수화학
024720,콜마홀딩스
009160,SIMPAC
011760,현대코퍼레이션
018250,애경산업
126720,수산인더스트리
097520,엠씨넥스
004430,송원산업
026890,스틱인베스트먼트
108670,LX하우시스
009290,광동제약
002020,코오롱
016800,퍼시스
012030,DB
092790,넥스틸
002310,아세아제지
017900,광전자
0120G0,삼양바이오팜
034830,한국토지신탁
002990,금호건설
200880,서연이화
033270,유나이티드제약
025860,남해화학
003120,일성아이에스
091810,트리니티항공
096760,JW홀딩스
003960,사조대림
123890,한국자산신탁
001390,KG케미칼
005430,한국공항
084690,대상홀딩스
02826K,삼성물산우B
006405,삼성SDI우
017390,서울가스
001230,동국홀딩스
078520,에이블씨엔씨
011930,신성이엔지
000157,두산2우B
272450,진에어
037710,광주신세계
084010,대한제강
003920,남양유업
015860,일진홀딩스
192650,드림텍
286940,롯데이노베이트
217590,티엠씨
010955,S-Oil우
105840,우진
244920,에이플러스에셋
005680,삼영전자
010690,화신
004710,한솔테크닉스
058430,포스코스틸리온
004360,세방
002900,TYM
001750,한양증권
010820,퍼스텍
334890,이지스밸류플러스리츠
008490,서흥
404990,신한서부티엔디리츠
122900,아이마켓코리아
298690,에어부산
005500,삼진제약
003650,미창석유
298000,효성화학
348950,제이알글로벌리츠
007160,사조산업
002320,한진
044450,KSS해운
900140,엘브이엠씨홀딩스
134380,미원화학
028100,동아지질
000680,LS네트웍스
000050,경방
003200,일신방직
001790,대한제당
136490,선진
0030R0,대신밸류리츠
317400,자이에스앤디
051905,LG생활건강우
000480,CR홀딩스
003070,코오롱글로벌
432320,KB스타리츠
003520,영진약품
025000,KPX케미칼
033920,무학
009680,모토닉
002710,TCC스틸
000430,대원강업
034120,SBS
001250,GS글로벌
475560,더본코리아
000320,노루홀딩스
003720,삼영
226320,잇츠한불
001340,PKC
030210,다올투자증권
000540,흥국화재
037270,YG PLUS
005010,휴스틸
013890,지누스
039570,HDC랩스
088260,이리츠코크렙
017860,DS단석
001630,종근당홀딩스
035150,백산
001460,BYC
053210,스카이라이프
000650,천일고속
000140,하이트진로홀딩스
003555,LG우
044820,코스맥스비티아이
001130,대한제분
095570,AJ네트웍스
100250,진양홀딩스
117580,대성에너지
339770,교촌에프앤비
016580,환인제약
102460,이연제약
004980,성신양회
241590,화승엔터프라이즈
377190,디앤디플랫폼리츠
003350,한국화장품제조
000490,대동
003547,대신증권2우B
002100,경농
128820,대성산업
03473K,SK우
234080,JW생명과학
000300,DH오토넥스
016450,한세예스24홀딩스
007860,서연
102260,동성케미컬
035510,신세계 I&C
011500,한농화성
003460,유화증권
003610,방림
003220,대원제약
101530,해태제과식품
053690,한미글로벌
097955,CJ제일제당 우
001080,만호제강
462520,조선내화
002150,도화엔지니어링
400760,NH올원리츠
014710,사조씨푸드
033530,SJG세종
004310,현대약품
006805,미래에셋증권우
002170,SYTS
010580,에스엠벡셀
213500,한솔제지
004560,현대비앤지스틸
025560,미래산업
007570,일양약품
013580,계룡건설
000390,SP삼화
092200,디아이씨
000700,유수홀딩스
004380,삼익THK
000860,강남제비스코
487570,HS효성
001780,알루코
016880,웅진
001045,CJ우
293480,하나제약
015230,대창단조
000970,한국주철관
460850,동국씨엠
011785,금호석유화학우
031440,신세계푸드
071840,롯데하이마트
090350,노루페인트
00279K,아모레퍼시픽홀딩스3우C
004970,신라교역
003830,대한화섬
005960,동부건설
094280,효성ITX
271980,제일약품
006060,화승인더
009470,삼화전기
015890,태경산업
003480,한진중공업홀딩스
000520,삼일제약
000020,동화약품
018470,조일알미늄
272550,삼양패키징
004090,한국석유
004080,신흥
008350,남선알미늄
020120,키다리스튜디오
007540,샘표
107590,미원홀딩스
267290,경동도시가스
025820,이구산업
024090,디씨엠
004150,한솔홀딩스
214390,경보제약
214420,토니모리
002390,한독
350520,이지스레지던스리츠
013520,화승코퍼레이션
037560,LG헬로비전
089470,HDC현대EP
005800,신영와코루
001360,삼성제약
081000,일진다이아
014280,금강공업
210540,디와이파워
012610,경인양행
009270,신원
078000,텔코웨어
009070,KCTC
034590,인천도시가스
011280,태림포장
016710,대성홀딩스
079430,현대리바트
004960,한신공영
083420,그린케미칼
227840,현대코퍼레이션홀딩스
001520,동양
011810,STX
002460,HS화성
008970,KBI동양철관
014580,태경비케이
014530,극동유화
002780,진흥기업
002620,제일파마홀딩스
011690,와이투솔루션
008040,사조동아원
004250,NPC
010100,한국무브넥스
248170,샘표식품
120030,조선선재
070960,모나용평
077500,유니퀘스트
035000,HS애드
264900,크라운제과
027970,한국제지
009580,무림P&P
267850,아시아나IDT
119650,KC코트렐
012320,경동인베스트
002450,삼익악기
013570,디와이
019180,티에이치엔
078935,GS우
023450,동남합성
012200,계양전기
021820,세원정공
017550,수산세보틱스
012800,대창
016740,두올
123690,한국화장품
002210,동성제약
092220,KEC
008700,아남전자
058850,KTcs
015590,DKME
001275,부국증권우
008260,NI스틸
007210,벽산
067830,세이브존I&C
036580,팜스코
014440,영보화학
014790,HL D&I
032560,황금에스티
023000,삼원강재
058860,KTis
006840,AK홀딩스
006660,삼성공조
004140,동방
004100,태양금속
004890,동일산업
002600,조흥
004840,DRB동일
005740,크라운해태홀딩스
013700,까뮤이앤씨
023800,인지컨트롤스
139990,아주스틸
069730,DSR제강
001470,삼부토건
363280,티와이홀딩스
37550L,DL이앤씨2우(전환)
009180,한솔로지스틱스
002200,한국수출포장
163560,동일고무벨트
006090,사조오양
004720,팜젠사이언스
111380,동인기연
084680,이월드
007980,TP
096775,SK이노베이션우
007590,동방아그로
025620,차AI헬스케어
210980,SK디앤디
000105,유한양행우
009190,대양금속
019680,대교
014160,대영포장
000590,CS홀딩스
000180,성창기업지주
011150,CJ씨푸드
010960,삼호개발
013870,지엠비코리아
002700,신일전자
001290,상상인증권
063160,종근당바이오
338100,NH프라임리츠
017370,우신시스템
155660,DSR
000230,일동홀딩스
002795,아모레퍼시픽홀딩스우
002220,한일철강
011700,한신기계
013360,일성건설
001260,남광토건
000850,화천기공
109070,주성코퍼레이션
002720,국제약품
005750,대림바스
079980,휴비스
100220,비상교육
009770,삼정펄프
095720,웅진씽크빅
007610,선도전기
001020,페이퍼코리아
018500,동원모빌리티
396690,미래에셋글로벌리츠
016090,대현
120115,코오롱인더우
001560,제일연마
006890,태경케미컬
084670,동양고속
058730,다스코
031820,아이티센씨티에스
003925,남양유업우
068290,삼성출판사
004440,삼일씨엔에스
111110,호전실업
009200,무림페이퍼
003580,HLB글로벌
002760,보락
072130,유엔젤
085310,엔케이
007110,일신석재
010660,화천기계
004770,써니전자
010040,한국내화
005870,휴니드
024900,디와이덕양
010770,평화홀딩스
071090,하이스틸
000220,유유제약
129260,인터지스
006370,대구백화점
001210,금호전기
055490,테이팩스
003010,혜인
075180,새론오토모티브
092440,기신정기
005305,롯데칠성우
090080,평화산업
002630,오리엔트바이오
004450,삼화왕관
002410,범양건영
006880,신송홀딩스
101140,인바이오젠
33626K,두산퓨얼셀1우
007280,한국특강
025530,SJM홀딩스
378850,화승알앤에이
007460,에이프로젠
003475,유안타증권우
012690,모나리자
123700,SJM
003780,진양산업
020760,일진디스플
003465,유화증권우
214330,금호에이치티
004920,씨아이테크
011230,삼화전자
002140,고려산업
001550,조비
006980,우성
009320,아진전자부품
011000,진원생명과학
004830,덕성
000725,현대건설우
004060,SG세계물산
023810,인팩
011300,우성머티리얼스
001465,BYC우
37550K,DL이앤씨우
069460,대호에이엘
001620,케이비아이동국실업
006125,SK디스커버리우
021050,서원
002920,유성기업
372910,한컴라이프케어
357250,미래에셋맵스리츠
005030,부산주공
074610,이엔플러스
28513K,SK케미칼우
000950,전방
041650,상신브레이크
003080,SB성보
481850,신한글로벌액티브리츠
004540,깨끗한나라
023350,한국종합기술
004910,조광페인트
000910,유니온
008420,문배철강
019490,엑시큐어하이트론
092780,DYP
003680,한성기업
35320K,대덕전자1우
009835,한화솔루션우
017040,광명전기
011390,부산산업
012280,영화금속
004410,서울식품
011420,갤럭시아에스엠
008870,금비
134790,시디즈
084870,TBH글로벌
017180,명문제약
047400,유니온머티리얼
480370,씨케이솔루션
145270,케이탑리츠
023960,에쓰씨엔지니어링
007815,코리아써우
012160,영흥
133820,화인베스틸
026940,부국철강
000890,보해양조
009460,한창제지
010400,우진아이엔에스
000215,DL우
002870,신풍
009140,경인전자
011330,유니켐
013000,세우글로벌
308170,씨티알모빌리티
002880,디와이에이
014910,성문전자
049800,우진플라임
143210,핸즈코퍼레이션
004365,세방우
000760,이화산업
446070,유니드비티플러스
027740,마니커
001070,대한방직
002420,세기상사
006570,대림통상
024070,WISCOM
008250,이건산업
005820,원림
003060,에이프로젠바이오로직스
002690,동일제강
025750,한솔홈데코
005360,모나미
007120,미래아이앤지
006490,프리티
023150,MH에탄올
001380,SG글로벌
014130,한익스프레스
009810,플레이그램
010640,진양폴리
036420,콘텐트리중앙
088790,진도
002820,SUN&L
090370,메타랩스
118000,메타케어
014990,인디에프
005110,한창
006345,대원전선우
030720,동원수산
033250,체시스
002355,넥센타이어1우B
003535,한화투자증권우
025890,한국주강
093240,형지엘리트
33637K,솔루스첨단소재1우
024890,대원화성
003495,대한항공우
009310,참엔지니어링
019175,신풍제약우
005320,온타이드
004270,남성
069640,한세엠케이
006740,블루산업개발
002360,SH에너지화학
008775,호텔신라우
001420,태원물산
051630,진양화학
357430,마스턴프리미어리츠
015020,이스타코
006200,한국전자홀딩스
001685,대상우
002070,비비안
000040,KR모터스
465770,STX그린로지스
004870,티웨이홀딩스
015260,에이엔피
071950,코아스
00499K,롯데지주우
008600,윌비스
009440,KC그린홀딩스
33626L,두산퓨얼셀2우B
108675,LX하우시스우
011090,에넥스
005725,넥센우
002025,코오롱우
18064K,한진칼우
012170,아센디오
000087,하이트진로2우B
001795,대한제당우
019685,대교우B
00806K,대덕1우
145995,삼양사우
005257,녹십자홀딩스2우
044380,주연테크
45226K,한화갤러리아우
38380K,LX홀딩스1우
084695,대상홀딩스우
004255,NPC우
145210,다이나믹디자인
003075,코오롱글로벌우
001755,한양증권우
001067,JW중외제약2우B
004105,태양금속우
00781K,코리아써키트2우B
000225,유유제약1우
001515,SK증권우
012205,계양전기우
001065,JW중외제약우
33637L,솔루스첨단소재2우B
001770,SHD
004985,성신양회우
000325,노루홀딩스우
26490K,크라운제과우
004835,덕성우
090355,노루페인트우
002995,금호건설우
000145,하이트진로홀딩스우
009415,태영건설우
000545,흥국화재우
005965,동부건설우
014825,동원시스템즈우
007575,일양약품우
014285,금강공업우
005745,크라운해태홀딩스우
36328K,티와이홀딩스우
014915,성문전자우
000227,유유제약2우B
001525,동양우
008355,남선알미우
004545,깨끗한나라우
001527,동양2우B
011155,CJ씨푸드1우
002785,진흥기업우B
004415,서울식품우
002787,진흥기업2우B
