Code,Name
060250,NHN KCP
460930,현대힘스
383310,에코프로에이치엔
053610,프로텍
044490,태웅
476060,온코닉테라퓨틱스
211050,인카금융서비스
340570,티앤엘
099190,아이센스
121600,나노신소재
033500,동성화인텍
034950,한국기업평가
052020,에스티큐브
046890,서울반도체
124500,아이티센글로벌
376300,디어유
035890,서희건설
059090,미코
101160,월덱스
358570,지아이이노베이션
477850,마키나락스
015750,성우하이텍
078130,국일제지
456160,지투지바이오
336570,원텍
215200,메가스터디교육
082270,젬백스
033790,피노
475960,토모큐브
160190,하이젠알앤엠
295310,에이치브이엠
042000,카페24
214430,아이쓰리시스템
009520,포스코엠텍
018290,브이티
122640,예스티
486990,노타
056080,유진로봇
030520,한컴
095660,네오위즈
036620,감성코퍼레이션
278280,천보
036810,에프에스티
144960,뉴파워프라즈마
126340,비나텍
104830,원익머트리얼즈
272290,이녹스첨단소재
219130,타이거일렉
069080,웹젠
064260,다날
425420,티에프이
003800,에이스침대
368770,파이버프로
174900,앱클론
077360,덕산하이메탈
013030,하이록코리아
041190,우리기술투자
389470,인벤티지랩
372320,큐로셀
253590,네오셈
332570,PS일렉트로닉스
348370,엔켐
199800,툴젠
025980,아난티
365340,성일하이텍
290550,디케이티
027360,아주IB투자
236200,슈프리마
078020,LS증권
170920,엘티씨
448900,한국피아이엠
200710,에이디테크놀로지
064290,인텍플러스
033160,엠케이전자
078340,컴투스
060280,큐렉소
455900,엔젤로보틱스
241770,메카로
033640,네패스
089890,코세스
078160,메디포스트
092730,네오팜
025320,시노펙스
348340,뉴로메카
039440,에스티아이
089010,켐트로닉스
348210,넥스틴
204620,글로벌텍스프리
243070,휴온스
206650,유바이오로직스
121440,골프존홀딩스
101930,인화정공
025770,한국정보통신
136480,하림
049070,인탑스
389650,넥스트바이오메디컬
091700,파트론
356860,티엘비
084110,휴온스글로벌
036890,진성티이씨
035810,이지홀딩스
092460,한라IMS
101730,위메이드맥스
006910,보성파워텍
025900,동화기업
228760,지노믹트리
017890,한국알콜
200670,휴메딕스
376270,HEM파마
309710,아이티켐
215600,신라젠
419530,SAMG엔터
182400,엔케이젠바이오텍코리아
098070,한텍
356680,엑스게이트
051500,CJ프레시웨이
441270,파인엠텍
047920,HLB제약
110990,디아이티
054950,제이브이엠
035600,KG이니시스
160980,싸이맥스
265520,AP시스템
117730,티로보틱스
950170,JTC
121800,비덴트
036800,나이스정보통신
330860,네패스아크
267980,매일유업
900290,GRT
377460,큐에이드
042520,한스바이오메드
078350,한양디지텍
043150,바텍
439090,마녀공장
151860,KG에코솔루션
024850,HLB이노베이션
200130,콜마비앤에이치
125490,한라캐스트
206640,바디텍메드
067630,HLB생명과학
215000,골프존
107640,한중엔시에스
023410,유진기업
352480,씨앤씨인터내셔널
194700,노바렉스
168360,펨트론
064820,케이프
079370,제우스
424870,이뮨온시아
287840,인투셀
394280,오픈엣지테크놀로지
482630,삼양엔씨켐
114810,한솔아이원스
484590,삼양컴텍
314930,바이오다인
472850,폰드그룹
234340,헥토파이낸셜
481070,에이유브랜즈
093520,매커스
108860,셀바스AI
493280,아이엠바이오로직스
484810,티엑스알로보틱스
187660,페니트리움바이오
060720,KH바텍
036030,케이티알파
393890,더블유씨피
039830,오로라
005710,대원산업
065710,서호전기
043370,피에이치에이
389260,대명에너지
099440,스맥
099430,바이오플러스
461300,아이스크림미디어
023760,한국캐피탈
053030,바이넥스
290690,아리바이오홀딩스
061090,세나테크놀로지
180400,DXVX
061970,LB세미콘
052330,코텍
488900,비츠로넥스텍
069540,빛과전자
092190,서울바이오시스
380540,옵티코어
085910,네오티스
036200,유니셈
065680,우주일렉트로
144510,지씨셀
089980,상아프론테크
450950,아스테라시스
068930,디지털대성
123330,제닉
353810,이지바이오
080580,오킨스전자
018310,삼목에스폼
094360,칩스앤미디어
194480,데브시스터즈
448280,에코아이
011560,세보엠이씨
304360,에스바이오메딕스
377450,리파인
468530,프로티나
095500,미래나노텍
102940,코오롱생명과학
094480,갤럭시아머니트리
378340,필에너지
0008Z0,에스엔시스
100120,뷰웍스
073490,LIG아큐버
138080,오이솔루션
114190,강원에너지
034810,해성산업
0011T0,채비
318060,그래피
018000,유니슨
452280,한선엔지니어링
317330,덕산테코피아
014940,오리엔탈정공
042370,비츠로테크
417840,저스템
298830,슈어소프트테크
241520,DSC인베스트먼트
237880,클리오
389500,에스비비테크
071200,인피니트헬스케어
036190,금화피에스시
016790,현대사료
042420,네오위즈홀딩스
0001A0,덕양에너젠
013120,동원개발
445090,에이직랜드
067390,아스트
452430,사피엔반도체
036560,KZ정밀
462350,이노스페이스
019010,베뉴지
064850,에프앤가이드
192440,슈피겐코리아
199430,케이엔알시스템
230240,에치에프알
272110,케이엔제이
200470,에이팩트
459510,나우로보틱스
456010,아이씨티케이
254490,미래반도체
217730,강스템바이오텍
190510,나무가
475400,씨메스로보틱스
357550,석경에이티
327260,RF머트리얼즈
049430,코메론
066620,국보디자인
143240,사람인
365270,큐라클
294570,쿠콘
214180,헥토이노베이션
413630,씨피시스템
126600,BGF에코머티리얼즈
143160,아이디스
091580,상신이디피
092130,이크레더블
068790,DMS
058970,엠로
045390,대아티아이
053300,한국정보인증
203650,드림시큐리티
125020,티씨머티리얼즈
245620,EDGC
080160,모두투어
176750,듀켐바이오
112290,와이씨켐
220100,퓨쳐켐
052710,아모텍
425040,티이엠씨
038390,레드캡투어
222040,코스맥스엔비티
084850,아이티엠반도체
078150,HB테크놀러지
138360,앤로보틱스
046970,우리로
446540,메가터치
093190,빅솔론
048550,SM C&C
394800,쓰리빌리언
041920,메디아나
950140,잉글우드랩
054210,이랜텍
204610,티쓰리
039840,디오
256840,한국비엔씨
066410,버킷스튜디오
064550,바이오니아
046070,코다코
098120,마이크로컨텍솔
403850,더핑크퐁컴퍼니
086820,바이오솔루션
304100,솔트룩스
067080,대화제약
314130,지놈앤컴퍼니
402030,코난테크놀로지
270660,에브리봇
092870,엑시콘
024840,KBI메탈
023910,대한약품
122990,와이솔
012860,모베이스전자
054800,아이디스홀딩스
065660,안트로젠
094820,일진파워
024060,흥구석유
072870,메가스터디
484120,도우인시스
032620,GC메디아이
011040,경동제약
119610,인터로조
216080,제테마
086390,유니테스트
307180,아이엘
159010,아스플로
475040,스트라드비젼
024800,유성티엔에스
036710,심텍홀딩스
264850,이랜시스
179290,엠아이텍
108380,대양전기공업
007330,푸른저축은행
079960,동양이엔피
0015G0,그린광학
138610,나이벡
243840,신흥에스이씨
046440,KG파이낸셜
354320,알멕
049960,쎌바이오텍
308430,셀비온
083930,아바코
416180,신성에스티
067280,멀티캠퍼스
101970,우양에이치씨
260970,에스앤디
086670,비엠티
005990,매일홀딩스
051370,인터플렉스
013990,아가방컴퍼니
310200,애니플러스
084990,헬릭스미스
0082N0,카나프테라퓨틱스
123410,코리아에프티
036170,에이치엠넥스
123860,아나패스
115450,HLB테라퓨틱스
334970,프레스티지바이오로직스
041020,폴라리스오피스
234690,녹십자웰빙
090850,현대이지웰
046120,오르비텍
489460,바이오비쥬
082800,비보존 제약
049720,고려신용정보
069510,에스텍
126640,화신정공
199820,제일일렉트릭
104480,티케이케미칼
039860,나노엔텍
001540,안국약품
078070,유비쿼스홀딩스
060150,인선이엔티
264450,유비쿼스
464080,에스오에스랩
251370,와이엠티
462860,더즌
048870,시너지이노베이션
126700,하이비젼시스템
187870,디바이스
023600,삼보판지
114840,아이패밀리에스씨
269620,시스웍
212560,네오오토
338840,와이바이오로직스
094840,슈프리마에이치큐
003100,선광
035610,솔본
950190,고스트스튜디오
012210,삼미금속
005160,동국산업
322510,제이엘케이
457550,우진엔텍
049630,재영솔루텍
246710,티앤알바이오팹
339950,아이비김영
322310,오로스테크놀로지
136540,윈스테크넷
095190,신화프리텍
036690,코맥스
086890,이수앱지스
054450,텔레칩스
092070,디엔에프
083310,엘오티베큠
293780,압타바이오
037070,파세코
408920,메쎄이상
040350,크레오에스지
255220,SG
119830,아이텍
382800,지앤비에스 에코
038290,마크로젠
321550,티움바이오
300080,플리토
382900,범한퓨얼셀
118990,모트렉스
051160,지어소프트
418550,제이오
333430,일승
293580,나우IB
086980,쇼박스
089600,KT나스미디어
205500,넥써쓰
059120,아진엑스텍
388050,지투파워
331920,셀레믹스
041590,플래스크
242040,나무에이엑스
405100,큐알티
027710,팜스토리
088800,에이스테크
445180,퓨릿
0088M0,메쥬
147830,제룡산업
0007C0,아크릴
458650,성우
067990,도이치모터스
297890,HB솔루션
389020,자람테크놀로지
256940,킵스파마
473980,노머스
263860,지니언스
049520,유아이엘
0039P0,매드업
274090,켄코아에어로스페이스
032580,피델릭스
122450,KX
095700,제넥신
357880,SKAI
058820,CMG제약
021320,KCC건설
102120,어보브반도체
285490,노바텍
290720,푸드나무
106190,하이텍팜
054050,NH농우바이오
489500,엘케이켐
372170,윤성에프앤씨
361390,제노코
018120,진로발효
264660,씨앤지하이테크
232680,라온로보틱스
217270,넵튠
009780,엠에스씨
080420,모다이노칩
146320,비씨엔씨
109740,디에스케이
006620,동구바이오제약
340450,지씨지놈
366030,나인앤컴퍼니
240550,동방메디컬
093640,케이알엠
396300,세아메카닉스
038540,상상인
063570,NICE인프라
307750,국전
108230,톱텍
041440,현대에버다임
355150,코스텍시스
120240,대정화금
451760,컨텍
140670,알에스오토메이션
035080,그래디언트
101360,에코앤드림
474650,링크솔루션
259630,엠플러스
394420,리센스메디컬
067900,와이엔텍
142210,유니트론텍
478340,나라스페이스테크놀로지
039340,한국경제TV
115310,인포바인
073560,우리손에프앤지
149950,아바텍
053700,삼보모터스
267320,나인테크
037350,성도이엔지
192410,오늘이엔엠
100700,세운메디칼
282880,코윈테크
148150,세경하이테크
041520,이엘씨
226590,엠디바이스
338220,뷰노
371950,풍원정밀
211270,AP위성
388790,라이콤
205100,엑셈
289080,SV인베스트먼트
059210,메타바이오메드
047310,파워로직스
246720,아스타
053080,케이엔솔
052260,현대바이오랜드
469610,이노테크
317770,엑스페릭스
402490,그린리소스
021080,에이티넘인베스트
308080,바이젠셀
105330,케이엔더블유
220260,켐트로스
452450,피아이이
066790,씨씨에스
228850,레이언스
226400,오스테오닉
073010,케이에스피
036630,세종텔레콤
068240,다원시스
054920,한컴위드
488280,에스투더블유
362320,청담글로벌
056090,시지메드텍
336680,탑런토탈솔루션
265740,엔에프씨
039560,다산네트웍스
298540,더네이쳐홀딩스
432720,퀄리타스반도체
086710,선진뷰티사이언스
051980,중앙첨단소재
126730,코칩
309960,LB인베스트먼트
042600,새로닉스
453450,그리드위즈
352090,스톰테크
013310,아진산업
042500,링네트
474170,루미르
083500,에프엔에스테크
051360,토비스
158430,아톤
297090,씨에스베어링
123040,엠에스오토텍
166480,코아스템켐온
417500,제이아이테크
418420,라온텍
040300,YTN
040420,정상제이엘에스
074430,아미노로직스
071280,로체시스템즈
131030,옵투스제약
067290,JW신약
066590,스모트로닉
047770,코데즈컴바인
047560,이스트소프트
235980,메드팩토
189330,씨이랩
091440,한울소재과학
101170,우림피티에스
418470,KT밀리의서재
017510,세명전기
323990,박셀바이오
099750,이지케어텍
104460,디와이피엔에프
156100,엘앤케이바이오
093920,서원인텍
023900,풍국주정
163730,핑거
307930,컴퍼니케이
005860,한일사료
063170,서울옥션
299030,하나기술
141000,비아트론
096240,크레버스
032940,원익
357230,에이치피오
033290,로젠
475580,에이럭스
0156T0,에이치엘지노믹스
115500,케이씨에스
004650,창해에탄올
053350,이니텍
337930,젝시믹스
072020,중앙백신
053260,금강철강
380550,뉴로핏
036220,오상헬스케어
049180,셀루메드
125210,아모그린텍
183490,엔지켐생명과학
078140,대봉엘에스
348350,위드텍
109610,에스와이
065450,빅텍
100130,동국S&C
263720,디앤씨미디어
054540,삼영엠텍
330350,위더스제약
130580,나이스디앤비
002230,피에스텍
463020,뉴엔AI
052420,오성첨단소재
053580,웹케시
037030,파워넷
175250,아이큐어
282720,금양그린파워
289930,웨이비스
487580,폴레드
044340,위닉스
049950,미래컴퍼니
302550,리메드
182360,큐브엔터
412540,제일엠앤에스
088130,동아엘텍
017650,대림제지
066430,아이로보틱스
042510,라온시큐어
037760,쎄니트
330730,스톤브릿지벤처스
217820,원익피앤이
058630,엠게임
019540,일지테크
019550,SBI인베스트먼트
025950,동신건설
053280,예스24
263800,데이타솔루션
054670,대한뉴팜
250060,모비스
149980,하이로닉
0017J0,세미티에스
032300,한국파마
209640,와이제이링크
092040,아미코젠
0218L0,네오뷰
036640,HRS
039980,폴라리스AI
012700,리드코프
322180,LS티라유텍
054040,한국컴퓨터
396470,워트
033560,블루콤
009300,삼아제약
044990,에이치엔에스하이텍
417010,나노팀
029480,광무
043610,KT지니뮤직
131370,알서포트
173130,오파스넷
377480,마음AI
389030,지니너스
234300,에스트래픽
474610,RF시스템즈
038110,에코플라스틱
187790,나노
066700,테라젠이텍스
067000,조이시티
073640,테라사이언스
290660,다이나믹솔루션
214260,라파스
311320,지오엘리먼트
004590,한국가구
950130,엑세스바이오
080010,이상네트웍스
048530,인트론바이오
011370,서한
063080,컴투스홀딩스
900260,로스웰
047820,초록뱀미디어
0011A0,액스비스
303810,동국생명과학
000440,중앙에너비스
061250,화일약품
0117P0,피스피스스튜디오
331380,포커스에이아이
096250,와이즈넛
008830,대동기어
086960,MDS테크
320000,한울반도체
452190,한빛레이저
024830,세원물산
101330,모베이스
950250,테라뷰
347890,엠엑스온
067370,선바이오
067570,엔브이에이치코리아
011320,유니크
234920,자이글
171120,라이온켐텍
265560,영화테크
024880,케이피에프
172670,에이엘티
065510,휴비츠
214680,디알텍
153890,져스텍
017480,삼현철강
451250,삐아
215100,로보로보
102370,케이옥션
208140,정다운
475230,엔알비
054620,APS
032540,TJ미디어
082210,옵트론텍
475430,키스트론
060590,씨티씨바이오
494120,큐리오시스
105740,디케이락
033130,디지틀조선
493330,지에프아이
170030,현대공업
217330,싸이토젠
040910,아이씨디
196490,디에이테크놀로지
052900,KX하이텍
332370,아이디피
381620,제닉스로보틱스
124560,태웅로직스
443670,에스피소프트
413390,엠오티
306620,지아이에스
030960,양지사
020710,시공테크
038680,에스넷
041910,폴라리스AI파마
079650,서산
104040,디에스엠
084730,팅크웨어
223250,드림씨아이에스
290740,액트로
203400,에이비온
041930,SY동아
201490,미투온
153710,옵티팜
006140,피제이전자
052860,아이앤씨
212710,아이에스티이
004780,대륙제관
062970,한국첨단소재
036010,아비코전자
419050,삼기에너지솔루션즈
234030,싸이닉솔루션
110790,크리스에프앤씨
321370,센서뷰
045660,에이텍
221800,지구홀딩스
228670,레이
294630,서남
109860,동일금속
038460,바이오스마트
365330,에스와이스틸텍
052460,아이크래프트
389140,포바이포
382480,지아이텍
024740,한일단조
208370,셀바스헬스케어
094860,네오리진
253840,수젠텍
115440,우리넷
078890,가온그룹
041460,한국전자인증
222110,팬젠
091120,이엠텍
043650,국순당
058400,KNN
251120,바이오에프디엔씨
225530,HC보광산업
090470,제이스로보틱스
032850,비트컴퓨터
387690,레메디
137950,제이씨케미칼
066980,한성크린텍
002800,신신제약
128660,피제이메탈
085670,뉴프렉스
107600,새빗켐
036000,예림당
065170,비엘팜텍
417970,모델솔루션
204840,지엘팜텍
048430,유라테크
0015N0,아로마티카
365660,레몬헬스케어
081150,티플랙스
185490,아이진
001840,이화공영
238090,앤디포스
294090,이오플로우
010240,흥국
347000,센코
089850,유비벨록스
045970,코아시아
303360,프로티아
270520,앱튼
478560,블랙야크아이앤씨
217190,제너셈
012790,신일제약
432470,케이엔에스
049550,잉크테크
382840,원준
076610,해성옵틱스
162300,신스틸
026150,특수건설
456070,이엔셀
299660,셀리드
0015S0,페스카로
443250,레뷰코퍼레이션
142280,녹십자엠에스
464490,쿼드메디슨
117670,알파칩스
126880,제이엔케이글로벌
129920,대성하이텍
388870,파로스아이바이오
360070,탑머티리얼
241690,유니테크노
005670,푸드웰
396270,넥스트칩
198440,강동씨앤엘
096350,대창솔루션
088390,이녹스
214270,FSN
039420,케이엘넷
123420,위메이드플레이
348150,고바이오랩
060570,드림어스컴퍼니
014970,삼륭물산
347860,알체라
453860,에이에스텍
460870,에스엠씨지
094850,참좋은여행
099520,DGI
111710,남화산업
261780,아리바이오랩
291650,압타머사이언스
083790,CG인바이츠
307870,비투엔
216050,인크로스
010280,아이티센엔텍
066310,큐에스아이
451220,아이엠티
333620,엔시스
010470,오리콤
417790,트루엔
079810,APS이노베이션
0004V0,엔비알모션
008370,원풍
049080,기가레인
168330,내츄럴엔도텍
263690,디알젬
059270,해성에어로보틱스
277880,티에스아이
067920,이글루
331740,아우토크립트
048910,대원미디어
016250,SGC E&C
040160,누리플렉스
340930,성원에너텍
053620,태양
007820,엠엑스로보틱스
215360,우리산업
003310,대주산업
147760,피엠티
088910,동우팜투테이블
357580,아모센스
460940,피앤에스로보틱스
050960,수산아이앤티
439580,블루엠텍
217480,에스디생명공학
411080,샌즈랩
039020,이건홀딩스
027050,코리아나
057540,옴니시스템
036670,삼양케이씨아이
049480,오픈베이스
070300,엑스큐어
036120,서울평가정보
137080,나래나노텍
042110,에스씨디
100030,인지소프트
122350,삼기
251630,브이원텍
318160,셀바이오휴먼텍
065530,와이어블
0007J0,인벤테라
007370,진양제약
045340,토탈소프트
039010,현대에이치티
408470,한패스
014470,부방
424960,스마트레이더시스템
136150,원일티엔아이
286750,나노실리칸첨단소재
061040,알에프텍
140070,서플러스글로벌
095270,웨이브일렉트로
053160,프리엠스
104540,코렌텍
053050,지에스이
246960,SCL사이언스
420570,제이투케이바이오
448710,코츠테크놀로지
175140,아고스
025550,한국선재
192250,케이사인
104620,노랑풍선
457370,한켐
134580,탑코미디어
067170,오텍
096610,알에프세미
072950,빛샘전자
273640,와이엠텍
155650,와이엠씨
033320,제이씨현시스템
060310,3S
314140,알피바이오
459100,위츠
435570,에르코스
033310,엠투엔
347740,피엔케이피부임상연구센타
179900,유티아이
039610,화성밸브
039240,경남스틸
393970,대진첨단소재
950200,소마젠
043710,코스리거글로벌
452400,이닉스
033230,인성정보
170790,파이오링크
122310,제노레이
040610,SG&G
054300,팬스타엔터프라이즈
323350,다원넥스뷰
288180,케이피항공산업
064800,포니링크
205470,휴마시스
063440,SM Life Design
024910,경창산업
091590,남화토건
089230,THE E&M
064240,홈캐스트
046940,우원개발
136410,아셈스
053450,세코닉스
053270,구영테크
302430,이노메트리
228340,동양파일
037440,희림
476040,오가노이드사이언스
027830,대성창투
370090,퓨런티어
299170,더블유에스아이
263600,덕우전자
082850,우리바이오
219550,디와이디
100590,머큐리
255440,야스
187420,HLB제넥스
179530,애드바이오텍
082660,코스나인
260930,씨티케이
317530,에피소드컴퍼니
418250,시큐레터
391710,코닉오토메이션
054930,유신
256630,포인트엔지니어링
384470,코어라인소프트
145170,노브랜드
036090,위지트
463480,모티브링크
419080,엔젯
023440,제이스코홀딩스
072990,에이치시티
191420,테고사이언스
038010,제일테크노스
0013V0,삼진식품
053980,오상자이엘
311690,CJ 바이오사이언스
066670,디티씨
412350,레이저쎌
071670,에이테크솔루션
352910,오비고
440290,HB인베스트먼트
046210,HLB파나진
471820,셀로맥스사이언스
015710,코콤
060560,HC홈센타
123010,알엔티엑스
084650,랩지노믹스
317850,대모
037950,엘컴텍
317830,에스피시스템스
417860,오브젠
094940,푸른로보틱스
241790,티이엠씨씨엔에스
072470,우리산업홀딩스
198080,캐프
127710,아시아경제
051390,YW
288330,파라택시스코리아
114450,그린생명과학
317690,퀀타매트릭스
101670,하이드로리튬
081180,쎄크
092300,현우산업
056360,코위버
373200,엑스플러스
189980,흥국에프엔비
457600,벡트
950220,네오이뮨텍
376290,씨유테크
052790,액토즈소프트
109080,옵티시스
217500,러셀
294140,레몬
007680,대원
088280,쏘닉스
073110,엘엠에스
270870,뉴트리
019990,에너토크
413640,비아이매트릭스
277070,린드먼아시아
025880,케이씨피드
190650,코리아에셋투자증권
014950,삼익제약
048770,TPC로보틱스
097800,윈팩
086060,진바이오텍
0010V0,제이피아이헬스케어
066130,하츠
065130,탑엔지니어링
056700,신화인터텍
163280,에어레인
129890,앱코
068330,일신바이오
033540,파라텍
224110,에이텍모빌리티
461030,아이엠비디엑스
189690,포시에스
094970,제이엠티
066900,디에이피
178780,일월지엠엘
355690,에이텀
140520,대창스틸
460470,아이빔테크놀로지
143540,영우디에스피
263810,상신전자
321260,프로이천
153460,네이블
273060,와이즈버즈
263020,디케이앤디
060850,영림원소프트랩
159580,제로투세븐
050120,ES큐브
024950,삼천리자전거
299900,위지윅스튜디오
038070,서린바이오
064090,인크레더블버즈
361570,알비더블유
218150,미래생명자원
373160,데이원컴퍼니
037230,한국팩키지
340360,다보링크
052220,iMBC
238120,얼라인드
215380,콜마바이오텍
225190,LK삼양
261200,덴티스
099410,동방선기
261520,이지스
065500,오리엔트정공
002290,삼일기업공사
222420,쎄노텍
043340,에쎈테크
479960,위너스일렉
131400,이브이첨단소재
382150,온코크로스
307280,원바이오젠
049830,승일
044960,이글벳
099220,SDN
196450,코아시아씨엠
014190,원익큐브
123570,이엠넷
221980,케이디켐
340810,시선AI
171010,램테크놀러지
466410,사이냅소프트
150900,파수AI
369370,블리츠웨이엔터테인먼트
097870,효성오앤비
363250,진시스템
352700,씨앤투스
365590,하이딥
262260,에이프로
037330,인지디스플레
263920,휴엠앤씨
122690,서진오토모티브
256150,한독크린텍
051490,나라엠앤디
104200,NHN벅스
315640,딥노이드
105760,포스뱅크
014570,고려제약
045060,오공
204020,그리티
263770,유에스티
227950,엔투텍
219420,링크제니시스
290120,DH오토리드
234100,폴라리스세원
072770,멤레이비티
081580,성우전자
177900,쓰리에이로직스
196300,HLB펩
050860,아세아텍
900250,크리스탈신소재
284620,카이노스메드
258610,케일럼
068940,셀피글로벌
207760,미스터블루
089790,제이티
024120,KB오토시스
019770,서연탑메탈
189860,서전기전
246690,TS인베스트먼트
042940,상지건설
260660,알리코제약
263050,유틸렉스
459550,알트
250000,보라티알
199550,레이저옵텍
226330,신테카바이오
065440,이루온
127980,화인써키트
086040,바이오톡스텍
052600,한네트
026910,광진실업
021650,한국큐빅
229000,젠큐릭스
221840,하이즈항공
100660,서암기계공업
042040,케이피엠테크
007530,와이엠
101240,씨큐브
263700,케어랩스
057030,YBM넷
173940,에프엔씨엔터
203450,유니온바이오메트릭스
237820,플레이디
032960,동일기연
290670,대보마그네틱
043910,자연과환경
317870,엔바이오니아
450330,하스
368600,아이씨에이치
046310,백금T&A
059100,아이컴포넌트
321820,아티스트컴퍼니
025440,DH오토웨어
083550,케이엠
305090,마이크로디지탈
186230,그린플러스
360350,코셈
071850,캐스텍코리아
184230,SGA솔루션즈
046390,삼화네트웍스
148930,에이치와이티씨
064520,테크엘
424980,마이크로투나노
200780,비씨월드제약
159910,에코글로우
006920,모헨즈
206400,베노티앤알
393210,토마토시스템
089140,넥스턴앤롤코리아
020180,대신정보통신
446840,지슨
364950,에이아이코리아
220180,핸디소프트
038060,루멘스
239890,피엔에이치테크
133750,메가엠디
075130,플랜티넷
087600,픽셀플러스
432430,와이랩
080520,오디텍
465480,인스피언
408900,스튜디오미르
258830,세종메디칼
419120,산돌
332290,누보
105550,엣지파운드리
208860,다산디엠씨
033170,시그네틱스
049470,비트플래닛
318410,비비씨
475460,미트박스
458350,에스팀
066360,체리부로
128540,에코캡
068050,팬엔터테인먼트
064480,브리지텍
215090,솔디펜스
031510,오스템
246250,에스엘에스바이오
016600,큐캐피탈
262840,아이퀘스트
033340,좋은사람들
311390,네오크레마
079000,와토스코리아
089150,케이씨티
476080,M83
452160,제이엔비
215790,이노인스트루먼트
109820,진매트릭스
053950,경남제약
033830,티비씨
045510,정원엔시스
103840,우양
131090,시큐브
388610,지에프씨생명과학
376930,노을
012620,원일특강
278650,HLB바이오스텝
091970,LSK아이로봇
090410,덕신이피씨
038950,파인디지털
317240,TS트릴리온
351330,이삭엔지니어링
348030,모비릭스
160550,NEW
123840,뉴온
075970,동국알앤에스
452200,민테크
038620,위즈코프
290090,트윔
407400,꿈비
053290,NE능률
336060,웨이버스
039290,인포뱅크
078590,휴림에이텍
239610,에이치엘사이언스
462310,뉴키즈온
043220,티에스넥스젠
033050,제이엠아이
035460,기산텔레콤
060540,에스에이티
032790,엠젠솔루션
318010,팜스빌
310870,디와이씨
096630,에스코넥
464280,티디에스팜
119500,포메탈
206560,덱스터
069410,엔텔스
022220,티케이지애강
088340,유라클
297570,아틀라스링크
351320,넥사다이내믹스
065950,웰크론
289220,자이언트스텝
123750,알톤
335810,프리시젼바이오
276730,한울앤제주
177830,파버나인
452300,캡스톤파트너스
288620,에스프리즘
131220,대한과학
068100,케이웨더
187270,신화콘텍
188260,세니젠
271830,팸텍
026040,제이에스티나
355390,크라우드웍스
121890,에스디시스템
434480,모니터랩
032750,삼진
093380,풍강
031310,아이즈비전
290270,휴네시온
288980,모아데이타
016920,카스
197140,디지캡
900070,글로벌에스엠
444530,심플랫폼
065150,대산F&B
106240,파인테크닉스
148250,알엔투테크놀로지
291230,엔피
227610,아우딘퓨쳐스
356890,싸이버원
069140,누리플랜
